Unnamed: 0	clicked_news	category	subcategory	title
877623	N4919	nordtrondelag_nyheter	No subcategory	Mann (37) med moderate skader etter trafikkulykke på Skatval
877633	N4920	No category	No subcategory	– Tujahekker er blitt innbruddstyvens beste venn
877662	N4922	okonomi_nyheter	No subcategory	Hårfint fra skjønnhetshus
878631	N4928	100sport	vintersport	Forfang: - Har funnet formen
878987	N4930	No category	No subcategory	Adressa-glimt: Denne ruggen ble tatt i Nidelva
879155	N4932	No category	No subcategory	Er Polen det nye Danmark?
879808	N4933	No category	No subcategory	Advarer mot ny sminketrend blant barn
880793	N4936	pluss	nyheter	- Powerhouse er altfor høyt og stort
880849	N4937	trondheim_nyheter	No subcategory	«Det ser ut til å bli et kult bygg. Området er ikke særlig fint fra før.»
881149	N4942	okonomi_nyheter	No subcategory	Orkanger-bedrift sikret seg storkontrakt
881398	N4945	No category	No subcategory	Bygningsråd mot bedre vitende
882340	N4946	forbruker	hjem	Kunsten å montere et Ikea-skap
882637	N4947	No category	No subcategory	Legendarisk Jaguar gjenoppstår
883975	N4958	pluss	meninger	At jeg skulle gå ut fra Oslo Spektrum med så sterk fremtidsoptimisme, var jeg ikke forberedt på
884077	N4959	100sport	fotball	Messis vidunderlige mål var ikke nok: Nå er Barcelonas stjernegalleri i trøbbel
884144	N4960	okonomi_nyheter	No subcategory	Kiwi opp nesten 20 prosent
884530	N4962	utenriks_nyheter	No subcategory	68 drept i kamper i Jemen
885014	N4964	100sport	fotball	Andrea Norheim scoret i Lyon-debuten
885140	N4966	No category	No subcategory	Gørrkjedelig gulv? Her er årets gulvtrender
885239	N4968	pluss	kultur	Dette paret har skrevet en av årets beste thrillere
885809	N4971	trondheim_nyheter	No subcategory	Nå går kundene målbevisst inn for kjøp av dette
885917	N4972	okonomi_nyheter	No subcategory	Jente (19) tjente 16 kroner timen hos Rema-butikk i Trondheim
886015	N4973	No category	No subcategory	Nekrolog over Brattøras dronning
886162	N4977	omadresseavisen	arrangementer	Leserturer
887446	N4983	okonomi_nyheter	No subcategory	Nye tider for Neste Stopp
887461	N4984	innenriks_nyheter	No subcategory	Disse spørsmålene blir viktigst i ankesaken
887464	N4985	pluss	okonomi	Finanstilsynet tropper opp hos katalogtoppenes inkassoselskap
887469	N4986	okonomi_nyheter	No subcategory	Rema-topp møter øl-ledelsen for å løse betent strid
887597	N4987	pluss	meninger	Det er noe som skurrer i Trondheim
887634	N4988	tema	villeveier	Der gammelbutikkene lever
887660	N4989	No category	No subcategory	Historien bedre enn filmen
887751	N4990	No category	No subcategory	- Kjente lukta i bilen
887963	N4992	meninger	leder	I fremtidens byer vil bilen bli overflødig
888049	N4993	utenriks_nyheter	No subcategory	Tusenvis av landsbyer under vann i Thailand
888102	N4994	No category	No subcategory	Hva er aortastenose?
888543	N5000	migration catalog	trondheim	Lastebil mistet last på Heimdal - fører anmeldt
888690	N5001	No category	No subcategory	Om byutvikling og Brattørkaia
888758	N5002	trondheim_nyheter	No subcategory	- Vi hadde blitt jaget hjem fra frisørskolen for noe slikt
888875	N5004	innenriks_nyheter	No subcategory	Cappelen: – Jeg har dolket Eirik Jensen i ryggen
889221	N5005	No category	No subcategory	Fritidsaktiviteter: Stress eller status?
889590	N5008	meninger	kronikker	Bybane eller superbuss?
889681	N5010	100sport	vintersport	«Den nye Northug» rører ikke alkohol og drar aldri på fest
889970	N5013	No category	No subcategory	Må avvise studenter som søker campingplass
890014	N5014	trondheim_nyheter	No subcategory	Her er Norges beste pokerspiller
890352	N5019	pluss	nyheter	Ble frisk fra kreften, men klarte ikke jobben lenger
891240	N5023	No category	No subcategory	Flyttet til Ingdalen for å kunne bråke
891386	N5026	trondheim_nyheter	No subcategory	- Har mest lyst til å flytte
891406	N5027	No category	No subcategory	Golden Globe-priser til «La La Land» og vitser om Trump
891649	N5028	innenriks_nyheter	No subcategory	NUPI-forsker advarer Norge mot NATOs rakettskjold
893033	N5029	pluss	nyheter	Flere utenlandske kvinner vil til Norge for å ta tvillingabort
894150	N5030	pluss	meninger	En motbydelig side av matproduksjon
894194	N5032	100sport	vintersport	Magnus Moan: - Jeg fikk en tankevekker
895382	N5033	pluss	meninger	«Hadde Hakkebakkeskogen blitt skrevet i dag, hadde det nok vært ulv der»
895629	N5034	pluss	meninger	Slik skal vi bygge en fremragende helsetjeneste
895640	N5035	100sport	vintersport	Staten gir 2,3 millioner til grønt snøprosjekt
896596	N5036	pluss	okonomi	Tyholttårnet er solgt
896866	N5037	pluss	nyheter	Trondheim: Svangerskapet varer 283 dager Bergen: Svangerskapet varer 282 dager
898059	N5039	sortrondelag_nyheter	No subcategory	Ville bli satt i politiarresten: Truet med å «gjøre ende på» ansatte i barnevernet
898800	N5041	trondheim_nyheter	No subcategory	Holdt fast madrass på taket mens han kjørte: - Livsfarlig
898941	N5043	No category	No subcategory	Seks grunner til at du bør eie bolig
899234	N5044	trondheim_nyheter	No subcategory	- De leker med arbeidsplasser
899564	N5045	pluss	okonomi	Flyttet 200 ansatte fra Lade til Tunga
899843	N5046	sortrondelag_nyheter	No subcategory	Rørleggerfirma er konkurs
900265	N5047	pluss	nyheter	Landets korteste kø for babylykke ved St. Olav
900632	N5049	sortrondelag_nyheter	No subcategory	- Ble syk etter togtur i frostrøyk
901821	N5052	innenriks_nyheter	No subcategory	Mann moderat skadd i kollisjon i Stjørdal
902063	N5053	trondheim_nyheter	No subcategory	- Ikke vondt ment, men dårlig gjort av syklistene
902643	N5054	pluss	okonomi	- Ville ikke signert med Reitan om jeg hadde visst det jeg vet i dag
903070	N5055	pluss	nyheter	Enige om miljøgate i Innherredsveien
903083	N5056	No category	No subcategory	På denne skolen har ikke elevene lov å bruke mobiltelefon i skoletiden
903426	N5057	sortrondelag_nyheter	No subcategory	Se hva som lå i et kamskjell på Hitra
903775	N5058	sortrondelag_nyheter	No subcategory	To biler frontkolliderte i Malvik
903889	N5059	trondheim_nyheter	No subcategory	Trafikkulykke ved Klettkrysset
903917	N5060	trondheim_nyheter	No subcategory	- Det er et sjansespill å kjøre her
904787	N5063	pluss	magasin	- Er det noe du skal vokte deg for i Trondheim, er det å være arrogant
904900	N5064	No category	No subcategory	Å ELSKE EN BONDE
905270	N5066	trondheim_nyheter	No subcategory	Anmeldte fengselet etter svinetabbe
905369	N5067	innenriks_nyheter	No subcategory	Slik var det første møtet på over tre år
906049	N5069	No category	No subcategory	Bor i hus for fine fruer: – Som ung sa eg at eg aldri meir skulle komme tilbake
907809	N5071	trondheim_nyheter	No subcategory	Seks vil bli sorenskriver
907935	N5072	trondheim_nyheter	No subcategory	- Dette hylekoret skal ikke stilne!
908416	N5074	No category	No subcategory	Ubers selvkjørende bil kjørte på rødt lys
909249	N5080	trondheim_nyheter	No subcategory	- Trøndere bryr seg ikke om mat
909528	N5081	No category	No subcategory	Gir bort påskeegg til barn i Trondheim
910213	N5083	pluss	kultur	En kommer nærmere dypet av egne smertefulle opplevelser i gymsalen på barneskolen
910352	N5085	innenriks_nyheter	No subcategory	- Det ble sagt at jeg var en av Norges farligste terrorister
910578	N5086	No category	No subcategory	Nå skal barnehagene digitaliseres
910621	N5087	pluss	nyheter	- Jeg skammer meg over at norske myndigheter ikke griper inn
910811	N5089	No category	No subcategory	Prøvekjøring: BMW M240i xDrive Coupé - En sportsbil og familiebil i ett
911034	N5090	100sport	ballsport	Byåsen-talentet sliter med sjelden sykdom: - Godt å få diagnosen
911219	N5092	100sport	andreidretter	Slik gikk det med Folkehesten
911358	N5093	pluss	nyheter	Sju prosent av fireåringene har tegn på depresjon
911452	N5094	pluss	nyheter	Fjellfarer fyller 80
911483	N5096	innenriks_nyheter	No subcategory	Omstridt sykkelspøk på NRK ikke over streken
911667	N5098	okonomi_nyheter	No subcategory	Fremtiden avklart for Syltern-firma
911835	N5100	100sport	vintersport	- Sorry, Norge. Tiden er kommet for å abdisere, Bjørgen
911892	N5102	100sport	fotball	Telefonen glødet etter overgangen til erkerivalen
911984	N5103	100sport	sprek	Løpe maraton i 2017? Her er tips til noen av verdens mest eksotiske
912349	N5107	pluss	meninger	Blir Trøndelag den eneste nye regionen her til lands?
912495	N5108	okonomi_nyheter	No subcategory	Ny storkontrakt til trondheimsselskap
912595	N5109	pluss	nyheter	Hodeskader ved sykkelulykker kan gi alvorlige senskader
912620	N5110	pluss	nyheter	- Enkelte syklister er gale
912636	N5111	trondheim_nyheter	No subcategory	- Disse hellene er for syklende og kjørende
912695	N5112	innenriks_nyheter	No subcategory	Tror ikke på forklaring om pengebruk
912707	N5113	trondheim_nyheter	No subcategory	- Vi vil ha så mye uniformert politi ved utestedene som mulig
912776	N5114	No category	No subcategory	Ti grunner til å ta med barna til London
912924	N5115	okonomi_nyheter	No subcategory	Svensk investeringsselskap kjøper Hent
913187	N5116	No category	No subcategory	Over 300.000 nordmenn skal hit i sommer
913654	N5120	okonomi_nyheter	No subcategory	Nok en bank setter opp renta på boliglån
913967	N5121	okonomi_nyheter	No subcategory	Norges Bank holder styringsrenten uendret
914505	N5122	innenriks_nyheter	No subcategory	Forsvarets veteraner hedres med Gunnar Sønstebys pris
914544	N5123	100sport	andreidretter	Jakob Ingebrigtsen (16) tidens yngste vinner i Europa-kåring: - En anerkjennelse
915918	N5125	kultur	film	«En av de beste nordiske spillefilmdebutene de siste årene»
916854	N5128	No category	No subcategory	Minneord: Einar Haugan
916904	N5129	meninger	kronikker	Verdier og viten i Bymarka
917251	N5130	sortrondelag_nyheter	No subcategory	Stavsjøfjelltunnelen åpnet igjen
918426	N5132	pluss	magasin	Det er snart jul, og hverdagen føles som et evig løp der jeg er i bakerst
919273	N5134	okonomi_nyheter	No subcategory	Trønderenergi tar over vindpark
919474	N5135	okonomi_nyheter	No subcategory	Professor om ølkrangelen: - Dette blir en test for Rema
919502	N5136	okonomi_nyheter	No subcategory	- Vurderer å bytte bank
919512	N5137	100sport	fotball	Ronny Deila mener VIF er blitt bygget som et luftslott. Nå vil han samle klubben
920537	N5140	No category	No subcategory	Sjekk dette lysfenomenet
921192	N5141	nordtrondelag_nyheter	No subcategory	Hva med å ta sommerferien i en trehytte?
921395	N5142	trondheim_nyheter	No subcategory	- 5 km på ski er ikke mye på en hel dag
922544	N5143	sortrondelag_nyheter	No subcategory	Bil i grøfta ved E39
923386	N5144	okonomi_nyheter	No subcategory	Nå blir det litt strengere regler for å gi boliglån
924389	N5145	No category	No subcategory	Dette er Hellas som de færreste har sett det
924865	N5146	No category	No subcategory	Hellas gjør comeback på chartertoppen i sommer
925430	N5147	No category	No subcategory	Dette er Hellas minste storby
925577	N5149	sortrondelag_nyheter	No subcategory	Disse yrkene er det størst mangel på arbeidskraft
926584	N5152	No category	No subcategory	Språksvake toåringer faller utenfor i lek
928722	N5154	okonomi_nyheter	No subcategory	Ble satt i gape-stokken
929192	N5155	No category	No subcategory	Iphone feirer 10 år
930593	N5158	trondheim_nyheter	No subcategory	Møt kong Sverre på Blyberget
931321	N5159	trondheim_nyheter	No subcategory	Moteløver i brukte klær
931400	N5160	utenriks_nyheter	No subcategory	Kvinne våknet i kiste
931679	N5162	trondheim_nyheter	No subcategory	Dette er det rareste som dukker opp i rødboksen
931985	N5165	okonomi_nyheter	No subcategory	Nå vurderer disse to bankene å slå seg sammen
932911	N5166	pluss	nyheter	I dag feiret de nybygg - snart skal de flytte igjen
932926	N5167	No category	No subcategory	Dette suksess-stykket er solgt til 19 land
933490	N5170	pluss	magasin	Dette er fotografenes favorittbilder i 2015
933903	N5172	trondheim_nyheter	No subcategory	Får ikke bytte barnehage
933912	N5173	sortrondelag_nyheter	No subcategory	Sandberg ikke aktuell som fylkesmann
934095	N5174	trondheim_nyheter	No subcategory	- Det er utrolig at det ikke har gått galt
934566	N5175	100sport	vintersport	Aftenpodden Sport: Solbakken sa nei, hvem bør overta landslaget?
935461	N5177	No category	No subcategory	Verdens ti minst besøkte land
935543	N5178	innenriks_nyheter	No subcategory	Preget Eirik Jensen hadde mange støttespillere i salen
936078	N5181	No category	No subcategory	Dette var et av Europas mest utilgjengelige reisemål
936198	N5182	okonomi_nyheter	No subcategory	Foto Schrøder legger trolig ned
936654	N5183	No category	No subcategory	Derfor bør du revurdere å la barnet ha nettbrett i bilen
936772	N5184	nordtrondelag_nyheter	No subcategory	- Kan være en del av et miljø som forherliger vold
937810	N5187	sport	sprek	270 mil helt alene til fots på langs gjennom Norge
938692	N5189	trondheim_nyheter	No subcategory	- Vi skal bli best og da må vi trene mye
938715	N5190	trondheim_nyheter	No subcategory	Jonsvannet vårt
939308	N5193	pluss	okonomi	Har funnet ut hva som er den desidert største aktiviteten i Trondheim sentrum
939859	N5194	trondheim_nyheter	No subcategory	Snorre (6): - Det handler om å se seg litt for
939963	N5195	innenriks_nyheter	No subcategory	Influensa har tatt livet av ti nordmenn i vinter
939966	N5196	100sport	andreidretter	Jomar Blekkans mest skremmende opplevelse
940010	N5197	100sport	andreidretter	Folkehesten er avlivet
940651	N5199	trondheim_nyheter	No subcategory	- Jeg nyter å se et godt geologisk kart
940679	N5201	No category	No subcategory	Småbarn briljerer med nettbrett: - Dette blir jeg ikke imponert av, snarere skremt
940930	N5203	No category	No subcategory	«Er det rektor som har skrevet teksten?»
941015	N5204	pluss	nyheter	Derfor gikk det galt da kommunen skulle håndtere krenkelsessaken
941632	N5207	sortrondelag_nyheter	No subcategory	Forsvarsbygg-ansatte mobbes i Ørland
941777	N5208	nordtrondelag_nyheter	No subcategory	Mann dømt til fengsel for overgrep mot datter
941828	N5209	nordtrondelag_nyheter	No subcategory	Kronprinsen til Steinkjer
942009	N5211	utenriks_nyheter	No subcategory	Svensk politi jager maskerte overfallsmenn
942070	N5213	nordtrondelag_nyheter	No subcategory	Ny barnevernsleder for Værnesregionen
942271	N5215	100sport	vintersport	Bjørgen blir vitne i Johaug-saken, men sier nei til pressen før VM
942580	N5216	pluss	nyheter	Politiet etterforsker seksuelle krenkelser mellom elever
942697	N5217	pluss	nyheter	Fylkesmannen ber om skolerapporter
942806	N5218	pluss	nyheter	Rektor lover bedring
943050	N5219	sortrondelag_nyheter	No subcategory	«Hiv-mannen» pågrepet for vold i Oppdal
943071	N5220	pluss	okonomi	Her får 70-åringene fortsette å jobbe
948216	N5221	sport	sprek	«Skammer du deg ikke over å vise frem beina dine med så mange cellulitter?»
943092	N5222	trondheim_nyheter	No subcategory	Her kommer Trondheims nye bomstasjoner
943150	N5223	trondheim_nyheter	No subcategory	Skolen får hjelp
943160	N5224	pluss	nyheter	NRK overrasket over at Newton kan ha inspirert til krenkelser
943205	N5225	pluss	nyheter	- Riktig å slå alarm
943230	N5226	pluss	nyheter	Politiet toner ned krenkelsessaken
943604	N5228	pluss	nyheter	- Det er verdens fineste bydel
943814	N5229	No category	No subcategory	Toppleiligheten omkranset av 240 kvadratmeter balkong: - Det var vel verdt den ekstra investeringen
943903	N5231	trondheim_nyheter	No subcategory	Test deg selv. Husker du matten fra ungdomsskolen?
944746	N5234	trondheim_nyheter	No subcategory	- Taper penger på at Svingbrua ikke virker
944787	N5235	trondheim_nyheter	No subcategory	Ble «fanget» i Skansenløpet med 25 tonn tung båt
944947	N5236	pluss	nyheter	Slik var Ilsvikøra-livet
945145	N5237	meninger	jano	JanOs tegninger
945653	N5239	innenriks_nyheter	No subcategory	Omskjæring sikrer drift ved privatsykehus
946516	N5243	trondheim_nyheter	No subcategory	Slik blir du kvitt juletreet
946765	N5244	100sport	fotball	Dette sier han om Rosenborg-exiten
947231	N5247	No category	No subcategory	- Flere elever er involvert, og det har pågått over en viss tid
947860	N5248	pluss	meninger	Her er våre planer for Kulturhuset Dora 3
947905	N5249	100sport	fotball	Ronaldo kåret til årets spiller
947978	N5250	No category	No subcategory	Fra barnestjerne i Trondheim til filmdiva i Hollywood
948472	N5252	okonomi_nyheter	No subcategory	Treningssenter slått konkurs
948640	N5253	No category	No subcategory	Hvor gammel tenker du at Lycke og Caspian er? Hva med Bertha og Osvald?
948803	N5255	No category	No subcategory	- Det kan jo virke litt ekstremt. Egentlig er jeg ganske rotete av meg
949061	N5256	okonomi_nyheter	No subcategory	- Vi har gjort kvantesprang på ett år
950554	N5257	No category	No subcategory	Galt å bruke miljøargument for å få bygge høyt
950784	N5258	pluss	okonomi	Trøndersk kleskonsern gikk med underskudd
950978	N5259	utenriks_nyheter	No subcategory	Sosiolog Zygmunt Bauman er død
951577	N5260	okonomi_nyheter	No subcategory	Mack- og Rema-saken fortsetter
952084	N5261	trondheim_nyheter	No subcategory	Føler seg misbrukt av dørselgere
952373	N5263	100sport	fotball	Gikk til klubbpresidenten og krevde å få gå til RBK
952416	N5264	pluss	kultur	Her er Trondheims nye storkonsertarena
952590	N5265	pluss	meninger	«Motstanden fra politiker og rockmiljø mot nytt klubblokale ved Dokkhuset er merkelig»
952864	N5266	trondheim_nyheter	No subcategory	- Jeg håper hun overlever natta
952928	N5268	trondheim_nyheter	No subcategory	Ber hele Byåsen om hjelp til å fange Jack
953380	N5271	pluss	meninger	Abortloven er god. Må den endres?
953544	N5274	utenriks_nyheter	No subcategory	- Jeg så tre eller fire døde personer utenfor hotellet
953917	N5275	pluss	nyheter	Mener det er uverdig for de eldre på sykehjem
954285	N5277	pluss	meninger	God idé med boliger ved jernbanestasjonen
954638	N5278	sortrondelag_nyheter	No subcategory	«Salt på veier er djevelens oppfinnelse»
955583	N5282	pluss	okonomi	Milliardkontrakt sikrer arbeidsplassene i Reinertsen
956061	N5283	okonomi_nyheter	No subcategory	Reinertsen får kontrakt verdt 150 millioner
957359	N5287	utenriks_nyheter	No subcategory	NBC: Trumps svigersønn blir presidentrådgiver
957517	N5288	No category	No subcategory	- Jeg holdt på å gå på veggen der inne
957788	N5292	meninger	ordetfritt	Folk sa det var galskap og det hadde de helt rett i
958484	N5295	pluss	kultur	Ble overveldet over synet som møtte henne i mikroskopet
959908	N5296	pluss	nyheter	Setter foten ned for bygging i Høyskoleparken
959996	N5297	innenriks_nyheter	No subcategory	Nå blir det slutt på forhatte gate 19
960082	N5298	No category	No subcategory	SUV-en som vil være sportsbil
960100	N5299	No category	No subcategory	Ulf Risnes vil gjenerobre posisjonen til Tre Små Kinesere
960317	N5300	trondheim_nyheter	No subcategory	- Denne er 100 prosent lovlig
960537	N5301	pluss	nyheter	- Her bør NTNU utvide campus
960903	N5303	okonomi_nyheter	No subcategory	Toyota Hell Bil selges
961032	N5304	No category	No subcategory	Her er årets Farmen-deltakere
961110	N5305	pluss	okonomi	- For få kvinnelige investorer - vi tenker jo litt annerledes
961131	N5306	trondheim_nyheter	No subcategory	- Vi forsto risikoen
961979	N5307	utenriks_nyheter	No subcategory	Spotify med ny Obama-flørt
962239	N5308	No category	No subcategory	Stensheim den seigeste av alle
963490	N5310	pluss	meninger	Kommentar: Alle vil ha en tettere by, men det fører til konflikter
963873	N5311	pluss	nyheter	Dragvoll vs. Gløshaugen: Store kulturforskjeller og ulike identiteter
964004	N5312	pluss	meninger	Trondheim får drahjelp på veien til stjernene
964550	N5315	pluss	meninger	Byen endres, uten at vi er klar over det
965138	N5316	forbruker	hjem	Odelsjenta vendte hjem
965326	N5317	No category	No subcategory	Over og ut for Farmen-Ida
965736	N5318	sortrondelag_nyheter	No subcategory	- Det er ikke hyggelig å bli foreslått sammenslått mot folkets vilje
965772	N5319	innenriks_nyheter	No subcategory	Regjeringen sier sykehuskøene blir kortere
965844	N5320	trondheim_nyheter	No subcategory	Melding om trafikkulykke på Byåsen
966066	N5321	No category	No subcategory	Flyselskap vil at passasjerene skal betale for å bruke hattehyllen
967233	N5322	No category	No subcategory	Bød 67.000 for het natt med Aylar
967582	N5323	okonomi_nyheter	No subcategory	O'Martins konkurs på Rosendal
967957	N5324	trondheim_nyheter	No subcategory	Trondheim trenger at flere innbyggere blir dommere
968018	N5325	trondheim_nyheter	No subcategory	600 dommere meldte seg
968665	N5327	pluss	nyheter	- En kommune må ha minst 10 000 innbyggere for å få gjort jobben sin
968982	N5330	No category	No subcategory	Røros best i Norge enda en gang
969480	N5331	pluss	nyheter	18 meninger om hvor NTNU skal bygge ut
969619	N5332	pluss	nyheter	Arbeiderpartiets programkomité vil verne deler av Lofoten mot oljevirksomhet - men ikke Vesterålen
970139	N5333	pluss	okonomi	Denne grafen har gitt det trønderske fondet internasjonal oppmerksomhet
970198	N5334	No category	No subcategory	Disse fem norske øyene er til salgs
971545	N5337	okonomi_nyheter	No subcategory	Bygger gigantfjøs for kjøttfe
971872	N5338	trondheim_nyheter	No subcategory	Gjest ble syk - politiet fant 1,5 millioner på hotellrom
971912	N5339	trondheim_nyheter	No subcategory	Litauisk sjåfør kjørte utfor veien - etter politiets sjekk ble han utvist fra Norge
971936	N5340	trondheim_nyheter	No subcategory	Flere kilometer av sykkelveiene i Trondheim er skadet
971969	N5341	trondheim_nyheter	No subcategory	Innestengt på kjøpesenter
972031	N5342	moreromsdal_nyheter	No subcategory	Polakk skadet seg på fjelltur ved Trolltinden
972233	N5344	100sport	fotball	RBK-keeper signerer for dansk storklubb - her er erstatteren
972456	N5345	tema	villeveier	De siste altmuligfikserne
972548	N5346	okonomi_nyheter	No subcategory	To klesbutikker slått konkurs
972601	N5347	pluss	okonomi	Her er de dyreste eiendommene solgt i fjor
972758	N5348	pluss	magasin	Slik var Kjøpmannsgata i 1905
972831	N5349	100sport	ballsport	NRK holder VM-kommentatoren hjemme i protest
973000	N5351	No category	No subcategory	– Det er Italia på fire hjul
973083	N5352	sortrondelag_nyheter	No subcategory	Klart for Powerhouse på Brattøra
973087	N5353	sortrondelag_nyheter	No subcategory	En person skadet etter trafikkuhell i Agdenes
973989	N5356	forbruker	hjem	Bynær hytteglede
974228	N5358	forbruker	hjem	Camping-kos på få kvadrat
974490	N5360	trondheim_nyheter	No subcategory	Kriminelle vil inn i Bandidos
974737	N5361	innenriks_nyheter	No subcategory	Ti nordmenn døde av influensa i vinter
974879	N5362	sport	sprek	Hvorfor løper Jakob så fort?
976676	N5369	pluss	magasin	Ketavan fotograferte Sebastien da han lå blødende på gulvet. Fem dager etter møttes de.
976973	N5370	utenriks_nyheter	No subcategory	Seks klatrere frøs i hjel i Guatemala
977245	N5371	pluss	nyheter	Dette kan bli nye Fosen kommune
977892	N5373	innenriks_nyheter	No subcategory	Strides om terroristen er særlig mentalt sårbar
978146	N5374	pluss	nyheter	Hamed fikk skyte leirduer – nå henges han ut som terrorist
978540	N5376	No category	No subcategory	«Henrett Støre... Finnes itj en annen utvei»
978619	N5377	No category	No subcategory	Dropper gjesteopptreden av Rotmo
978922	N5378	innenriks_nyheter	No subcategory	Trygdesvindlere avsløres av IP-adresser
981016	N5380	nordtrondelag_nyheter	No subcategory	Biskopen reagerer på sokneprests aktivitet på muslimfiendtlige grupper
981293	N5381	nordtrondelag_nyheter	No subcategory	Lastebil kjørte seg fast i undergang
981707	N5382	innenriks_nyheter	No subcategory	Max Hermansen anmelder Facebook etter å ha blitt utestengt
982099	N5383	pluss	okonomi	Nå kan du leie leilighet før du kjøper den
982806	N5384	innenriks_nyheter	No subcategory	Spesialenheten: En uvanlig sak for oss
983156	N5385	pluss	nyheter	- Ekstremsport å få gjort om matjord
983892	N5387	pluss	kultur	Her kan Trondheims nye rockescene ligge om ett år
984246	N5389	sortrondelag_nyheter	No subcategory	Råkjørte på fotballbane med snøskuter
984446	N5392	pluss	nyheter	Arkitekter med tøff kritikk av campusplanene - og egen sjefs arbeid
984517	N5393	okonomi_nyheter	No subcategory	Han er ny sjef for Heimdal Eiendomsmegling
984647	N5394	pluss	meninger	Det er ikke temperaturen på nesetippen til Carl I. Hagen vi diskuterer
984767	N5395	pluss	meninger	Det må vises i bybildet at Trondheim er universitetsby
985445	N5396	sortrondelag_nyheter	No subcategory	Museum blir gratis for ungdom
987494	N5398	No category	No subcategory	Minneord: Odd Johnsen
987741	N5399	innenriks_nyheter	No subcategory	Her er bevisene som vil bli brukt mot Jensen
988399	N5400	sport	sprek	Slik finpusser du formen til høstens sykkelritt
988758	N5401	nordtrondelag_nyheter	No subcategory	Det ble en dårlig dag på jobben for sjåføren...
988837	N5402	No category	No subcategory	Biskopen bruker Domen i kampen for Falkberget-hus på Røros
990482	N5403	trondheim_nyheter	No subcategory	- Vi hørte et høyt smell
990638	N5404	meninger	kommentarer	Musikk til trøst for frosne vintersjeler
990639	N5405	okonomi_nyheter	No subcategory	37 mister jobben etter konkurs i malerfirma
990740	N5406	trondheim_nyheter	No subcategory	- Tiden har gått fra henne
991062	N5407	okonomi_nyheter	No subcategory	NTNU-gründerne om salgssuksessen: – Veldig overveldende
991753	N5409	No category	No subcategory	- Vi har ingen planer om å erstatte Blæst
992321	N5410	sortrondelag_nyheter	No subcategory	Biljakt på rundt 40 minutter gikk fra Selbu til Trondheim
992392	N5411	No category	No subcategory	Ekspertens beste tips: Slik holder du hjemmet konstant ryddig
993245	N5415	No category	No subcategory	«Mitt hjerte er knust igjen, men jeg angrer ingenting»
993713	N5416	No category	No subcategory	Slik slipper du å kjøpe DAB-radio
993763	N5417	pluss	meninger	Vi har kvessa blyantene, åpnet de grønne hjertene våre og laget en visjon for Nidarø som ny bypark
994129	N5418	pluss	meninger	Fem ting du bør sjekke før du deler
994140	N5419	pluss	kultur	- En viktig del av Trondheim erstattes med sirkus og ræl
994684	N5422	No category	No subcategory	1000 DAB-klager på to uker
995739	N5423	No category	No subcategory	Tester førerløse båter
995949	N5424	No category	No subcategory	Her er sommerens ti billigste og mest solrike reisemål
996907	N5425	No category	No subcategory	NAF er kritiske til DAB-adapterne som tilbys norske bilister
997239	N5427	trondheim_nyheter	No subcategory	- Alltid en gjeng som går løs på ett offer
997648	N5429	okonomi_nyheter	No subcategory	Slik blir Hist på Kalvskinnet
997774	N5431	trondheim_nyheter	No subcategory	Skal utbedre skadene på byens sykkelveier
998428	N5433	100sport	fotball	FIFA utvider VM til 48 lag: - Trist og idioti
998588	N5434	forbruker	hjem	Fordums storhet fram i lyset
1000886	N5438	No category	No subcategory	Verdens verste naturkatastrofer
1001951	N5440	trondheim_nyheter	No subcategory	Gratuler Nobelpris-vinnerne her! | #adressa
1002168	N5441	No category	No subcategory	Nå kan du ha det mer moro med Messenger-appen
1002215	N5442	No category	No subcategory	Slik «snikleser» du Facebook-meldinger
1003075	N5446	forbruker	hjem	Strippet boligen og bygde helt ny etasje på åtte måneder
1003128	N5447	tjenester	bildeserier	NM den gang da
1003189	N5448	trondheim_nyheter	No subcategory	Dømt for å ha drept Vibeche med øks på soverommet
1003226	N5449	No category	No subcategory	Syv ting du mister når du oppgraderer til Windows 10
1003359	N5450	okonomi_nyheter	No subcategory	Nå blir stillingen som varehussjef på Ikea ledig
1003574	N5452	adressa noogda_nyheter	No subcategory	Dykk i arkivet
1003624	N5453	trondheim_nyheter	No subcategory	Ops, denne tunnelen ble litt for lav
1003661	N5454	trondheim_nyheter	No subcategory	- Veldig, veldig dramatisk
1004766	N5457	innenriks_nyheter	No subcategory	Alle offshore-helikopter var satt på bakken
1005270	N5458	nordtrondelag_nyheter	No subcategory	Utforkjøring i Inderøy
1005823	N5459	innenriks_nyheter	No subcategory	NRK: – Breivik har forberedt høyreekstrem hilsen
1006719	N5460	innenriks_nyheter	No subcategory	Telenor: datakriminelle har blitt «proffere»
1006794	N5461	trondheim_nyheter	No subcategory	Ida Marie (19) har seks i karaktersnitt
1006913	N5462	trondheim_nyheter	No subcategory	Hun er NTNUs nye prorektor
1007204	N5463	trondheim_nyheter	No subcategory	Journalist dømt til fengsel
1007398	N5464	pluss	magasin	Historiske trondheimsbilder: Her ble det brå stopp for trikken på Buran
1007549	N5465	pluss	kultur	Lydene fra forskningen til May-Britt Moser har blitt musikk
1007911	N5466	innenriks_nyheter	No subcategory	Elden om hasjavtale: – Dette er bare tull
